name,symbol,country,exchange,sector
Gudou Holdings Ltd. ,8308,hong kong,xhkg,hotels
Guerbet S.A. ,gbt,france,xpar,pharmaceuticals
Giglio Group S.p.A. ,gg,italy,xmil,broadcasting
Guerbet S.A. ,0elv,united kingdom,xlon,pharmaceuticals
Guess? Inc. ,ges,united states,xnys,clothing retail
Giglio.com S.p.A. ,g.com,italy,xmil,clothing retail
Gihon Telekomunikasi Indonesia ,ghon,indonesia,xidx,networking
Gufic BioSciences Ltd. ,509079,india,xbom,None
GUH Holdings Bhd ,3247,malaysia,xkls,industrial electronics
GIIB Holdings Bhd ,7192,malaysia,xkls,industrial products
G-III Apparel Group Ltd. ,giii,united states,xnas,clothing
Gui Zhou Tyre Co. Ltd. ,000589,china,xshe,tires
Guided Therapeutics Inc. ,gthp,united states,ootc,medical equipment/supplies
GIIR Inc. ,035000,south korea,xkrx,advertising/marketing/public relations
Giken Holdings Co. Ltd. ,1443,japan,xtks,construction
Guideline Geo AB ,ggeo,sweden,xsto,diversified business services
Guidewire Software Inc. ,gwre,united states,xnys,software
Giken Ltd. ,6289,japan,xtks,mobile machinery
Gilada Finance & Investments Ltd. ,538788,india,xbom,finance companies
Guild eSports PLC ,gild,united kingdom,xlon,recreational services
Guild eSports PLC ,guldf,united states,ootc,recreational services
Gilat Satellite Networks Ltd. ,gsa,germany,xfra,networking
Guild Holdings Co. ,ghld,united states,xnys,mortgages
Guilin Fuda Co. Ltd. ,603166,china,xshg,motor vehicle parts
Gilat Satellite Networks Ltd. ,gilt,united states,xnas,networking
Gilat Satellite Networks Ltd. ,gilt,israel,xtae,networking
Guilin Layn Natural Ingredients Corp. ,002166,china,xshe,food products
Guilin Sanjin Pharmaceutical Co. Ltd. ,002275,china,xshe,pharmaceuticals
Gilat Telecom Global Ltd. ,gltl,israel,xtae,wireless telecommunications services
Gildan Activewear Inc. ,gil,united states,xnys,clothing
Guilin Seamild Foods Co. Ltd. ,002956,china,xshe,food products
Guilin Tourism Corp. Ltd. A ,000978,china,xshe,tourism
Gildan Activewear Inc. ,gil,canada,xtse,clothing
Gildan Activewear Inc. ,giln,mexico,xmex,clothing
Guillemot Corp. ,gui,france,xpar,computers/consumer electronics
Guillemot Corp. ,0nb2,united kingdom,xlon,computers/consumer electronics
Gilead Sciences Inc. ,gild,italy,xmil,biotechnology
Gilead Sciences Inc. ,gis,united states,xetr,biotechnology
Guinea Insurance PLC ,guineains,nigeria,xnsa,full-line insurance
Guinness Ghana Breweries Ltd. ,ggbl,ghana,xgha,alcoholic beverages/drinks
Gilead Sciences Inc. ,0qyq,united kingdom,xlon,biotechnology
Gilead Sciences Inc. ,gild,mexico,xmex,biotechnology
Guinness Nigeria PLC ,guinness,nigeria,xnsa,alcoholic beverages/drinks
Guirenniao Co. Ltd. ,603555,china,xshg,footwear
Gilead Sciences Inc. ,gild,united states,xnas,biotechnology
Guiyang Longmaster Information & Technology Co. Ltd. ,300288,china,xshe,computer services
Guiyang Xintian Pharmaceutical Co. Ltd. A ,002873,china,xshe,pharmaceuticals
Gillanders Arbuthnot & Co. Ltd. ,532716,india,xbom,diversified holding companies
Gillette India Ltd. ,507815,india,xbom,personal care products/appliances
Guizhou Aviation Technical Development Co. Ltd. A ,688239,china,xshg,aerospace products/parts
Guizhou Bailing Group Pharmaceutical Co. Ltd. ,002424,china,xshe,pharmaceuticals
Gillette Pakistan Ltd. ,glpl,pakistan,xkar,personal care products/appliances
Gimat Magazacilik Sanayi ve Ticaret A.S. ,gmtas.e,turkey,xist,food retail
Guizhou BC&TV Information Network Co. Ltd. A ,600996,china,xshg,broadcasting
Guizhou Changzheng Tiancheng Holding Co. Ltd. A ,600112,china,xshg,industrial electronics
GIMV N.V. ,0ekr,united kingdom,xlon,investment advisors
GIMV N.V. ,gimb,belgium,xbru,investment advisors
Guizhou Chanhen Chemical Corp. A ,002895,china,xshe,chemicals
Guizhou Gas Group Corp. Ltd. A ,600903,china,xshg,pipeline transportation
Ginar Technology Co. Ltd. ,6151,taiwan,roco,chemicals
Ginebra San Miguel Inc. ,gsmi,philippines,xphs,alcoholic beverages/drinks
Guizhou Guihang Automotive Components Co. Ltd. A ,600523,china,xshg,motor vehicle parts
Guizhou Panjiang Refined Coal Co. Ltd. A ,600395,china,xshg,coal
Ginegar Plastic Products Ltd. ,gngr,israel,xtae,chemicals
Ginger Beef Corp. ,gb,canada,xtsx,restaurants
Guizhou Qianyuan Power Co. Ltd. A ,002039,china,xshe,renewable energy generation
Guizhou Redstar Developing Co. Ltd. A ,600367,china,xshg,chemicals
Gini Silk Mills Ltd. ,531744,india,xbom,clothing
Guizhou Salvage Pharmaceutical Co. Ltd. A ,600227,china,xshg,chemicals
Guizhou Sanli Pharmaceutical Co. Ltd. A ,603439,china,xshg,pharmaceuticals
Ginkgo Bioworks Holdings Inc. ,dna,united states,xnys,biotechnology
